fecha,hora,sexo,emocion,porcentaje,curso,grado,materia,temperatura
2025-08-26,11:47:20,Hombre,feliz,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:20,Hombre,triste,0.2,basica,2-basico,musica,11.1
2025-08-26,11:47:20,Hombre,enojado,0.05,basica,2-basico,musica,11.1
2025-08-26,11:47:20,Hombre,neutral,99.75,basica,2-basico,musica,11.1
2025-08-26,11:47:20,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:20,Hombre,miedo,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:20,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:41,Hombre,feliz,0.12,basica,2-basico,musica,11.1
2025-08-26,11:47:41,Hombre,triste,29.23,basica,2-basico,musica,11.1
2025-08-26,11:47:41,Hombre,enojado,17.96,basica,2-basico,musica,11.1
2025-08-26,11:47:41,Hombre,neutral,50.57,basica,2-basico,musica,11.1
2025-08-26,11:47:41,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:41,Hombre,miedo,2.12,basica,2-basico,musica,11.1
2025-08-26,11:47:41,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:43,Hombre,feliz,0.02,basica,2-basico,musica,11.1
2025-08-26,11:47:43,Hombre,triste,46.99,basica,2-basico,musica,11.1
2025-08-26,11:47:43,Hombre,enojado,8.87,basica,2-basico,musica,11.1
2025-08-26,11:47:43,Hombre,neutral,42.95,basica,2-basico,musica,11.1
2025-08-26,11:47:43,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:43,Hombre,miedo,1.17,basica,2-basico,musica,11.1
2025-08-26,11:47:43,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,feliz,0.45,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,triste,40.93,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,enojado,8.85,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,neutral,47.92,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,miedo,1.84,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,feliz,0.2,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,triste,3.55,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,enojado,1.37,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,neutral,94.44,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,miedo,0.45,basica,2-basico,musica,11.1
2025-08-26,11:47:44,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:45,Hombre,feliz,0.08,basica,2-basico,musica,11.1
2025-08-26,11:47:45,Hombre,triste,23.75,basica,2-basico,musica,11.1
2025-08-26,11:47:45,Hombre,enojado,12.81,basica,2-basico,musica,11.1
2025-08-26,11:47:45,Hombre,neutral,60.14,basica,2-basico,musica,11.1
2025-08-26,11:47:45,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:45,Hombre,miedo,3.22,basica,2-basico,musica,11.1
2025-08-26,11:47:45,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,feliz,0.02,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,triste,67.38,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,enojado,7.79,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,neutral,16.14,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,miedo,8.68,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,feliz,0.14,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,triste,4.27,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,enojado,2.22,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,neutral,92.84,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,miedo,0.53,basica,2-basico,musica,11.1
2025-08-26,11:47:46,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,feliz,0.62,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,triste,24.43,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,enojado,5.0,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,neutral,68.24,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,sorpresa,0.02,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,miedo,1.68,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,feliz,0.52,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,triste,82.85,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,enojado,5.17,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,neutral,5.65,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,sorpresa,0.01,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,miedo,5.8,basica,2-basico,musica,11.1
2025-08-26,11:47:47,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,feliz,0.08,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,triste,52.54,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,enojado,14.35,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,neutral,27.91,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,sorpresa,0.01,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,miedo,5.12,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,feliz,0.07,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,triste,22.5,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,enojado,6.15,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,neutral,0.47,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,sorpresa,0.01,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,miedo,70.8,basica,2-basico,musica,11.1
2025-08-26,11:47:48,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,feliz,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,triste,23.05,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,enojado,2.21,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,neutral,7.08,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,sorpresa,0.05,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,miedo,67.6,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,feliz,0.52,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,triste,39.83,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,enojado,14.16,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,neutral,41.63,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,sorpresa,0.01,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,miedo,3.86,basica,2-basico,musica,11.1
2025-08-26,11:47:49,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:50,Hombre,feliz,44.41,basica,2-basico,musica,11.1
2025-08-26,11:47:50,Hombre,triste,32.93,basica,2-basico,musica,11.1
2025-08-26,11:47:50,Hombre,enojado,2.17,basica,2-basico,musica,11.1
2025-08-26,11:47:50,Hombre,neutral,3.88,basica,2-basico,musica,11.1
2025-08-26,11:47:50,Hombre,sorpresa,0.05,basica,2-basico,musica,11.1
2025-08-26,11:47:50,Hombre,miedo,16.55,basica,2-basico,musica,11.1
2025-08-26,11:47:50,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,feliz,90.84,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,triste,0.27,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,enojado,0.13,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,neutral,8.72,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,sorpresa,0.02,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,miedo,0.04,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,feliz,94.85,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,triste,0.09,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,enojado,0.01,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,neutral,4.44,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,sorpresa,0.15,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,miedo,0.45,basica,2-basico,musica,11.1
2025-08-26,11:47:51,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,feliz,19.15,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,triste,12.07,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,enojado,2.55,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,neutral,61.22,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,sorpresa,1.48,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,miedo,3.53,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,feliz,84.4,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,triste,2.45,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,enojado,0.1,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,neutral,4.7,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,sorpresa,0.54,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,miedo,7.79,basica,2-basico,musica,11.1
2025-08-26,11:47:52,Hombre,asco,0.02,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,feliz,82.55,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,triste,1.8,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,enojado,0.13,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,neutral,9.6,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,sorpresa,0.49,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,miedo,5.44,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,feliz,79.38,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,triste,3.69,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,enojado,0.11,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,neutral,4.48,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,sorpresa,0.66,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,miedo,11.63,basica,2-basico,musica,11.1
2025-08-26,11:47:53,Hombre,asco,0.06,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,feliz,73.13,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,triste,5.25,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,enojado,0.45,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,neutral,13.61,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,sorpresa,1.55,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,miedo,6.01,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,feliz,53.29,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,triste,0.8,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,enojado,0.58,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,neutral,45.16,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,sorpresa,0.07,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,miedo,0.08,basica,2-basico,musica,11.1
2025-08-26,11:47:54,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,feliz,30.49,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,triste,12.86,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,enojado,1.81,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,neutral,50.79,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,sorpresa,2.27,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,miedo,1.79,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,feliz,78.84,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,triste,3.07,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,enojado,0.16,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,neutral,4.89,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,sorpresa,0.6,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,miedo,12.34,basica,2-basico,musica,11.1
2025-08-26,11:47:55,Hombre,asco,0.09,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,feliz,0.33,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,triste,73.38,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,enojado,11.41,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,neutral,4.93,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,miedo,9.95,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,feliz,4.81,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,triste,45.03,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,enojado,4.75,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,neutral,39.75,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,sorpresa,0.08,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,miedo,5.57,basica,2-basico,musica,11.1
2025-08-26,11:47:56,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,feliz,0.04,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,triste,58.47,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,enojado,1.21,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,neutral,1.31,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,sorpresa,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,miedo,38.98,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,asco,0.0,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,feliz,0.12,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,triste,18.69,basica,2-basico,musica,11.1
2025-08-26,11:47:57,Hombre,enojado,2.71,basica,2-basico,musica,11.1
